LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
25000,175225,211000,DebtCon,ProfExe,13,1,2,148.13333333,4,53,NA,bad
25000,86000,NA,DebtCon,Other,14,1,0,144.03333333,2,40,NA,bad
25000,59000,34000,DebtCon,Sales,10,4,2,125.83333333,7,23,NA,bad
25000,106282,167500,HomeImp,ProfExe,14,2,4,198.86666667,2,28,NA,bad
25000,68000,NA,DebtCon,Other,8,NA,1,134.76666667,3,33,NA,bad
25000,191600,231000,DebtCon,Other,NA,NA,3,106.8,1,27,NA,bad
25000,59841,108620,NA,Self,20,0,0,101.46666667,0,4,NA,bad
25000,132000,165000,DebtCon,ProfExe,10,0,0,196.83333333,1,29,NA,bad
25000,122000,151200,DebtCon,Office,1,1,6,262.33333333,3,30,NA,bad
25000,104000,188500,DebtCon,Other,0.7,0,11,194.8,1,14,NA,bad
25000,86000,120000,DebtCon,Mgr,6,2,1,105.53333333,8,16,NA,bad
25000,11300,154340,DebtCon,Other,19,1,5,119.66666667,1,21,NA,bad
25000,39000,72500,DebtCon,Other,3,0,1,114.66666667,3,22,NA,bad
25000,112000,157000,DebtCon,Office,5.5,0,0,63.9,3,9,NA,bad
25000,103700,172762,DebtCon,Other,4,0,0,NA,0,0,NA,bad
25000,75110,114208,DebtCon,Mgr,3,2,0,83.052647472,1,27,45.743949059,bad
25400,136322,NA,DebtCon,ProfExe,2,0,5,303.73793473,1,27,16.644674498,bad
25400,107343,192642,DebtCon,Other,1,0,10,192.6716931,1,14,35.759760239,bad
25400,83943,129189,DebtCon,Mgr,NA,1,1,5.2433410438,NA,41,42.93355731,bad
25500,63967,87239,DebtCon,Other,6,0,0,NA,0,0,33.051073753,bad
25500,25828,44166,DebtCon,Other,NA,0,1,187.86251838,NA,17,39.427890157,bad
25600,46000,80000,DebtCon,Other,NA,0,0,135.9,2,19,NA,bad
25600,105480,126389,DebtCon,Mgr,25,0,2,307.40290366,2,35,36.763824165,bad
25600,50910,87358,DebtCon,Other,19,2,0,104.40647219,0,27,42.677450653,bad
25600,65030,92453,DebtCon,Other,5,0,0,NA,0,0,35.028856424,bad
25700,32613,63065,DebtCon,Other,0,0,0,218.48527507,0,22,41.210107042,bad
25900,42105,73249,DebtCon,Other,2,0,0,109.21115611,3,22,31.809085921,bad
25900,NA,NA,DebtCon,Other,20,0,2,190.99656481,0,22,31.16238948,bad
25900,58000,95000,NA,Self,3,0,1,34.666666667,6,28,NA,bad
25900,21852,57518,HomeImp,Other,2,0,0,80.168479422,2,11,31.983686037,bad
26000,43314,71303,DebtCon,Other,8,0,7,246.31867494,3,23,43.215233511,bad
26000,79714,NA,DebtCon,ProfExe,1,0,4,125.76666667,0,23,NA,bad
26000,154000,190000,NA,Other,0,0,4,171.43333333,3,58,NA,bad
26100,73525,NA,DebtCon,Office,3,1,NA,106.65229841,0,6,22.508172514,bad
26200,51599,87148,DebtCon,Other,NA,0,0,129.93392053,2,19,NA,bad
26500,61223,92255,DebtCon,Other,2,0,1,214.03253889,0,17,1.8555399803,bad
26500,14000,45000,DebtCon,Other,0,0,0,195.23333333,1,7,NA,bad
26500,82859,NA,HomeImp,Office,0.4,2,0,177.5,0,22,NA,bad
26600,62895,103000,DebtCon,Self,1,0,5,187.46666667,2,34,NA,bad
26600,84843,115850,DebtCon,Sales,2,0,0,137.53887762,2,37,42.571889924,bad
26800,89146,128923,DebtCon,Mgr,7,2,1,114.46195526,7,16,2.8302971697,bad
26800,138216,170052,DebtCon,ProfExe,10,0,0,199.73871138,1,29,76.421478047,bad
26800,18459,53907,DebtCon,Other,0,0,0,200.41702708,0,6,71.512110567,bad
26900,69000,106500,DebtCon,Sales,0.6,0,1,115.7,2,19,NA,bad
27000,79218,115721,DebtCon,Other,9,0,0,280.3437201,0,35,33.227763077,bad
27000,124000,162000,DebtCon,Other,0.8,0,2,166.36666667,1,34,NA,bad
27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,NA,bad
27200,61118,35184,DebtCon,Sales,10,4,2,134.6489043,7,23,45.25528966,bad
27300,106221,137727,DebtCon,Self,3,0,0,300.57451085,3,45,32.560359399,bad
27400,113364,146520,HomeImp,Office,16,1,1,284.3680179,2,13,34.627659402,bad
27400,23939,56874,DebtCon,Office,3,0,1,197.8,0,11,NA,bad
27500,137900,184000,DebtCon,Office,10,0,0,NA,0,0,NA,bad
27500,97601,136546,DebtCon,Other,9,0,0,80.497147072,5,39,NA,bad
27700,97834,132396,HomeImp,ProfExe,18,0,2,303.95191452,2,26,6.8870241268,bad
27700,NA,65635,HomeImp,Other,18,0,3,221.1,1,28,NA,bad
27700,61396,111627,NA,Self,20,0,0,87.002500108,0,4,84.61388869,bad
27700,19300,39000,DebtCon,Mgr,12,3,0,212.06666667,0,46,NA,bad
27700,83300,NA,HomeImp,Mgr,20,1,4,247.93333333,1,19,NA,bad
27700,85285,116468,DebtCon,Other,9,0,0,312.80792835,0,36,35.96802437,bad
27900,62264,39604,DebtCon,Sales,10,3,1,118.77826456,7,23,48.077531472,bad
27900,90694,121543,DebtCon,Mgr,5,2,1,107.04625061,8,15,0.8381175254,bad
28000,86600,127000,DebtCon,ProfExe,6.5,0,4,234.36666667,5,35,NA,bad
28000,28042,63500,DebtCon,ProfExe,14,2,4,121.73333333,4,28,NA,bad
28100,61000,99000,DebtCon,Mgr,7,0,1,129.16666667,1,31,NA,bad
28100,72100,112000,DebtCon,ProfExe,20,4,1,120.73333333,1,58,NA,bad
28100,75768,NA,DebtCon,Other,9,NA,0,133.12186695,3,33,46.751800109,bad
28200,66242,109762,DebtCon,Other,8,0,1,130.96956536,0,21,60.295413494,bad
28300,104686,136033,HomeImp,ProfExe,13,0,2,291.17166139,1,27,5.7629948717,bad
28500,108293,135317,DebtCon,Other,5,0,0,219.61525186,4,43,31.209731086,bad
28600,126189,167157,DebtCon,ProfExe,19,0,2,239.22703591,0,26,31.012748928,bad
28700,25190,59841,DebtCon,Office,1,0,1,201.17678326,0,11,35.72928694,bad
28900,63748,36392,DebtCon,Sales,9,4,1,124.24789861,6,23,44.578500055,bad
29000,149900,201000,NA,Self,5,4,4,131.93333333,1,29,NA,bad
29000,79000,NA,HomeImp,ProfExe,8,0,1,189.7,1,33,NA,bad
29000,72478,113000,DebtCon,Other,1.5,0,6,114.66666667,4,12,NA,bad
29000,101824,NA,DebtCon,Mgr,4,2,4,186.7,0,14,NA,bad
29400,48800,86000,DebtCon,Other,5,1,0,52.766532731,2,21,NA,bad
29500,118000,169900,DebtCon,Mgr,8,0,0,138.96666667,1,23,NA,bad
29900,22000,NA,DebtCon,Other,2,2,0,81.133333333,11,10,NA,bad
30000,NA,50000,HomeImp,Office,4,0,1,118.66666667,1,15,NA,bad
30000,17696,53100,DebtCon,Mgr,20,4,5,147.86666667,0,28,NA,bad
30000,176000,240000,DebtCon,ProfExe,1,1,0,198.86666667,2,13,NA,bad
30000,NA,46200,NA,NA,0,1,3,200.93333333,10,15,NA,bad
30100,92249,NA,HomeImp,Office,2,1,0,180.68015364,0,21,31.089120287,bad
30200,36000,73500,DebtCon,Office,14,0,1,202.96666667,0,33,NA,bad
30200,80951,116160,DebtCon,ProfExe,19,4,0,130.36036182,0,58,50.352998788,bad
30300,NA,52545,NA,NA,1,1,3,187.72218451,10,15,2.5943644469,bad
30500,18375,61738,DebtCon,Mgr,20,3,5,141.70313332999999,0,28,45.354788696,bad
30800,147577,187129,DebtCon,Office,11,0,0,NA,0,0,42.362252638,bad
30900,106717,NA,DebtCon,Mgr,4,2,4,172.43235473,0,13,47.795906106,bad
31000,67794,103535,DebtCon,Mgr,7,0,1,116.89898988,1,31,44.065428782,bad
31000,30000,72000,DebtCon,Mgr,20,2,0,127.3,1,14,NA,bad
31200,38352,80550,DebtCon,Mgr,21,1,0,116.4379076,0,14,35.38186329,bad
31500,16800,NA,DebtCon,NA,12,1,2,110.63333333,4,20,NA,bad
31500,15391,NA,HomeImp,NA,2.6,6,1,57.833333333,0,8,NA,bad
31500,22100,35000,DebtCon,Other,1.9,2,0,85.233333333,2,14,NA,bad
31500,16000,43040,DebtCon,Other,0,1,1,98.433333333,1,11,NA,bad
31800,60279,97875,DebtCon,Mgr,6,0,11,312.43333333,0,46,NA,bad
32000,33148,69965,DebtCon,ProfExe,13,2,4,112.51086544,3,27,36.021508666,bad
32000,92400,215000,NA,Self,2.5,1,3,165.33333333,1,40,NA,bad
32300,167000,221100,DebtCon,Mgr,4,0,0,185.7,3,21,NA,bad
32400,103000,149500,DebtCon,Mgr,12,1,0,88.233333333,2,38,NA,bad
32900,NA,55657,NA,NA,1,1,3,210.01226479,10,15,1.909225163,bad
33000,153000,164000,DebtCon,Office,9,0,0,117.66666667,4,32,NA,bad
33100,111917,156552,DebtCon,Mgr,12,0,0,107.2948996,2,37,41.441548663,bad
33200,36705,78040,DebtCon,Mgr,19,2,0,120.09014303,0,13,35.015748716,bad
33400,59000,85000,HomeImp,Self,2,0,7,240.43333333,3,26,NA,bad
33500,54079,66261,HomeImp,Mgr,15,4,0,142,0,14,NA,bad
34400,155536,169503,DebtCon,Office,10,0,0,107.7099227,4,32,58.826929601,bad
34600,169960,224716,DebtCon,Mgr,2,0,0,182.06846112,2,21,32.710204856,bad
34800,121399,164000,DebtCon,Office,11,0,1,208,2,34,NA,bad
35000,227000,316000,HomeImp,ProfExe,3,0,0,160.26666667,1,25,NA,bad
35000,391000,505000,DebtCon,ProfExe,4.5,0,0,192.76666667,0,22,NA,bad
36000,124000,176000,DebtCon,Other,21,NA,NA,257.7,5,35,NA,bad
36100,233417,324987,HomeImp,ProfExe,4,0,0,152.24542792,0,25,21.862938911,bad
36500,84978,125000,DebtCon,Self,10,0,1,213.06666667,0,64,NA,bad
36600,397299,512650,DebtCon,ProfExe,4,0,0,197.51668389,0,21,43.458327417,bad
36800,125894,172184,DebtCon,Office,11,0,1,214.73116034,1,33,43.847543717,bad
36900,111151,155000,HomeImp,ProfExe,12,0,0,137.96666667,0,40,NA,bad
37000,93378,145000,DebtCon,Sales,15,NA,2,368.7,1,27,NA,bad
37300,68789,86172,HomeImp,Self,2,0,6,235.63790564,2,25,114.0505277,bad
38000,24447,NA,DebtCon,Office,3,0,4,134.9,2,25,NA,bad
38000,106000,160000,DebtCon,Other,24,0,6,240.46666667,0,33,NA,bad
38000,290000,364000,DebtCon,ProfExe,0.3,0,0,126.83333333,6,32,NA,bad
38000,94083,132791,DebtCon,Self,10,0,1,212.99272796,0,64,62.801732089,bad
38700,NA,60000,DebtCon,Other,0,0,0,235.36666667,1,15,NA,bad
38700,119847,162365,HomeImp,ProfExe,13,0,0,149.80279545,0,39,47.915112415,bad
38800,31976,NA,DebtCon,Office,2,0,3,134.54388598,1,24,NA,bad
38900,120006,160771,HomeImp,ProfExe,13,0,0,137.6353734,0,40,46.701585238,bad
39000,399412,511164,DebtCon,ProfExe,5,0,0,181.96240081,0,21,43.730031852,bad
39000,3372,41500,HomeImp,ProfExe,4.3,0,0,326.66666667,6,15,NA,bad
39300,NA,62158,DebtCon,Other,0,0,0,238.87412923,1,14,1.0289309682,bad
39400,162000,235000,DebtCon,Mgr,10,3,4,77.1,0,21,NA,bad
39500,NA,50000,DebtCon,Other,7,0,0,51.766666667,0,14,NA,bad
39600,NA,44000,DebtCon,Other,NA,0,3,214.03333333,1,16,NA,bad
40000,76769,129000,DebtCon,Sales,30,0,0,286.3,2,35,NA,bad
40000,147224,225000,DebtCon,Self,2,0,4,158.2,3,28,NA,bad
40000,53543,NA,DebtCon,Other,3.5,1,8,159.3,2,39,NA,bad
40000,4742,NA,DebtCon,Mgr,5,7,1,304.36666667,6,21,NA,bad
40000,120000,159000,DebtCon,Other,0,0,1,314.5,6,52,NA,bad
40000,159000,225000,HomeImp,Self,5,0,0,6.1333333333,8,3,NA,bad
40000,NA,850000,HomeImp,Other,17,0,0,186.66666667,1,24,NA,bad
40000,331000,415000,DebtCon,ProfExe,22,0,0,242.46666667,8,34,NA,bad
40400,83786,131000,DebtCon,Office,34,NA,13,210.6,3,36,NA,bad
40900,217000,290000,DebtCon,ProfExe,30,1,0,230.26666667,2,25,NA,bad
41200,48400,99500,DebtCon,Other,3,1,1,203.8,2,38,NA,bad
41300,42000,98000,DebtCon,ProfExe,12,0,0,222.2,0,23,NA,bad
41600,NA,44157,DebtCon,Other,NA,0,2,202.15154595,0,15,34.908631723,bad
41700,NA,854112,HomeImp,Other,16,0,0,180.60887818,0,23,42.071645383,bad
41700,NA,854114,HomeImp,Other,18,0,0,189.09937822,1,23,43.258778977,bad
41800,147416,227168,DebtCon,Self,2,0,4,157.66823593,3,28,NA,bad
42000,9999,50681,HomeImp,ProfExe,3,0,0,326.06798565,5,15,12.386741311,bad
42000,140000,NA,DebtCon,ProfExe,25,2,1,311.43333333,1,15,NA,bad
42000,65889,125000,HomeImp,Other,10,0,0,102.5,1,13,NA,bad
42000,102000,165000,DebtCon,Office,12,1,1,237.36666667,0,19,NA,bad
42400,220757,297444,DebtCon,ProfExe,30,0,0,237.58980224,1,25,44.471099035,bad
42800,9133,44083,HomeImp,ProfExe,5,0,0,333.91337361,5,15,13.417822254,bad
43200,217036,291222,DebtCon,ProfExe,30,0,0,228.14645828,1,25,43.789499295,bad
43300,NA,45924,DebtCon,Other,NA,1,1,207.3007302,0,17,33.678945978,bad
43300,217840,299171,DebtCon,ProfExe,31,0,0,232.27006776,1,24,43.1146909,bad
43500,NA,855909,HomeImp,Other,16,0,0,196.40363636,0,23,42.985408377,bad
44000,68600,125000,DebtCon,Self,5,0,2,92.3,0,23,NA,bad
44000,55604,101916,DebtCon,Other,3,0,1,194.23495289,2,37,43.338556593,bad
44400,67272,130818,HomeImp,Other,9,0,0,112.5918505,0,12,43.680965012,bad
45000,47321,115000,DebtCon,Other,NA,0,1,130.3,0,22,NA,bad
45100,67552,128659,HomeImp,Other,10,0,0,83.323113419,0,13,43.874079432,bad
45700,NA,50800,DebtCon,ProfExe,13,3,2,97.4,4,46,NA,bad
45900,52720,115224,DebtCon,Other,NA,0,1,126.11651831,0,21,NA,bad
46300,39800,41600,DebtCon,Other,NA,0,0,111.6,1,3,NA,bad
47000,192677,268000,DebtCon,Mgr,15,0,0,165.1,2,20,NA,bad
47000,164411,235500,DebtCon,Office,17,0,1,181.93333333,3,48,NA,bad
47000,159500,230000,DebtCon,Office,3,0,0,NA,0,0,NA,bad
47800,47354,119244,DebtCon,Other,NA,0,1,128.05109065,0,21,NA,bad
49500,247500,NA,NA,Other,0,0,4,160.33333333,2,25,NA,bad
49500,9000,55000,DebtCon,Other,3,0,0,NA,0,0,NA,bad
50000,69400,163000,HomeImp,Other,1.3,0,1,103.13333333,NA,13,NA,bad
50000,235000,295000,HomeImp,Mgr,6,0,1,110.56666667,8,23,NA,bad
50000,220528,300900,HomeImp,Self,5,0,0,0,0,2,NA,bad
50000,202601,288000,DebtCon,ProfExe,3,1,1,160.66666667,2,30,NA,bad
50000,38000,NA,DebtCon,ProfExe,26,7,6,150.2,0,25,NA,bad
50000,26976,NA,DebtCon,Mgr,8.3,1,0,111.6,1,6,NA,bad
50000,106000,NA,DebtCon,Mgr,0.8,0,2,252.63333333,3,32,NA,bad
50000,167000,245000,HomeImp,Self,22,1,7,267.9,2,24,NA,bad
50000,80286,145000,DebtCon,Other,12,NA,1,178.76659936,0,35,NA,bad
50000,160000,235000,DebtCon,ProfExe,0.3,0,0,184.7,0,41,NA,bad
50000,30338,NA,DebtCon,Mgr,8,0,0,91.431004854,0,5,35.084000935,bad
50100,256431,NA,NA,Other,0,0,4,142.34320495,2,25,3.342569837,bad
50200,34668,NA,DebtCon,Mgr,7,1,0,117.68254783,1,5,36.72448606,bad
50200,197770,271676,DebtCon,Mgr,16,0,0,146.86254129,1,20,42.926580203,bad
50400,168561,244322,DebtCon,Office,16,0,1,184.52328535,3,47,47.417376045,bad
50500,70318,172288,HomeImp,Other,0,0,1,106.20109859,NA,13,25.845263881,bad
53400,228236,305514,HomeImp,Self,6,0,0,11.148068505,0,2,34.558416715,bad
53600,235895,299772,HomeImp,Mgr,5,0,0,112.74828189,7,22,44.945929149,bad
53600,208197,297280,DebtCon,ProfExe,4,1,1,160.48525117,2,29,41.646731499,bad
53800,82324,154409,DebtCon,Other,10,NA,1,157.48401127,0,34,41.659044481,bad
56800,95321,169000,DebtCon,Other,3,0,0,239.43333333,4,38,NA,bad
60000,86573,159920,DebtCon,ProfExe,7,0,5,332.73333333,3,22,NA,bad
61400,46126,83800,NA,Other,33,0,1,339.9,1,23,NA,bad
63300,202000,281000,DebtCon,ProfExe,2,0,0,99.433333333,2,21,NA,bad
65500,205156,290239,DebtCon,ProfExe,2,0,0,98.808205619,1,21,144.18900129,bad
72300,NA,85000,DebtCon,Other,1,0,0,117.16666667,9,23,NA,bad
75400,NA,89609,DebtCon,Other,1,0,0,115.7635338,9,23,41.105568833,bad
76500,38206,90000,DebtCon,Other,12,0,0,134.9,0,26,NA,bad
77200,83962,215000,HomeImp,Self,8,1,2,71.533131923,3,14,NA,bad
77400,87651,224630,HomeImp,Self,9,0,2,73.469630013,3,13,40.929793264,bad
10500,34044,55784,DebtCon,Other,10,0,0,245.1308598,1,32,36.350329432,good
16900,116357,209364,DebtCon,Other,4,0,0,221.12855483,0,16,27.900263904,good
13600,67354,81255,DebtCon,Office,10,0,0,255.37875694,4,36,41.625398584,good
6500,NA,70886,NA,NA,NA,NA,NA,NA,NA,NA,23.47088075,good
25200,75037,102227,DebtCon,Office,9,0,0,148.72977821,0,21,37.239696741,good
5600,29648,39907,HomeImp,ProfExe,11,0,0,180.56306914,0,13,21.554949656,good
9000,50170,64309,DebtCon,Mgr,7,NA,3,120.43122609,2,11,39.975489828,good
9000,56930,67557,DebtCon,Other,0,0,1,118.69951614,2,18,36.686882044,good
7500,72097,69408,HomeImp,Sales,4,1,0,155.39196223,1,23,41.600983364,good
16500,44946,64918,HomeImp,Other,25,0,0,247.27840785,0,14,24.357949543,good
22800,NA,97634,HomeImp,Other,8,0,0,177.56974031,1,16,40.772248428,good
10100,47426,68820,DebtCon,Other,16,0,4,220.7609123,0,36,24.01951269,good
22100,33435,52340,HomeImp,Self,4,1,NA,134.0000742,NA,10,24.023930727,good
42600,22446,66485,DebtCon,Other,17,0,0,204.20363317,0,30,41.156275936,good
12500,93538,118369,DebtCon,ProfExe,0,0,1,132.82371179,0,33,34.833864806,good
13700,86161,106737,HomeImp,Other,22,0,0,135.33270363,4,23,29.409524029,good
8600,14762,66271,HomeImp,Office,25,0,0,318.14927755,1,13,42.276634205,good
11000,50716,61492,DebtCon,Other,3,0,1,90.230329762,0,20,38.255862022,good
22100,24000,49000,DebtCon,Other,14.4,0,0,109.56666667,2,25,NA,good
22800,52760,81362,NA,NA,NA,NA,NA,NA,NA,NA,38.024677319,good
18100,46145,72200,DebtCon,ProfExe,11,0,0,178.19207766,0,42,40.574022482,good
11900,85179,122788,HomeImp,Other,10,NA,NA,NA,NA,NA,39.430730627,good
15300,62094,96938,NA,ProfExe,9,0,0,NA,0,15,25.407142509,good
15800,103537,111139,DebtCon,Office,3,0,1,252.26775758,1,34,27.674063965,good
20000,126324,171450,NA,Mgr,26,NA,5,329.56666667,1,28,NA,good
24300,110442,138581,DebtCon,Mgr,9,2,0,175.15368945,4,17,40.348885329,good
9800,79405,111563,DebtCon,Office,0,0,0,240.94299363,1,38,19.332810029,good
4000,64240,63990,HomeImp,Sales,5,2,0,160.3,1,23,NA,good
17500,49968,68025,HomeImp,Office,3,0,0,126.07945262,0,18,34.10902705,good
13700,60623,83979,HomeImp,Other,NA,0,0,308.10854035,0,20,29.482527873,good
20500,87892,136867,DebtCon,Other,10,0,0,96.929644692,3,15,40.162919392,good
16000,62200,89200,DebtCon,Other,1.9,0,0,176.53333333,1,31,NA,good
23400,81379,105005,DebtCon,Other,NA,0,0,186.89092458,1,24,37.889768706,good
19000,75673,100335,HomeImp,ProfExe,8,0,0,93.159544907,0,16,33.518480526,good
12200,27118,87982,HomeImp,ProfExe,19,0,0,232.23699614,0,11,25.235438798,good
19600,85984,112721,DebtCon,Mgr,18,0,0,239.13779406,4,31,36.031180289,good
7000,58114,93391,HomeImp,ProfExe,6,0,0,200.07775507,1,24,31.736511786,good
5400,47844,52040,HomeImp,Office,8,NA,NA,189.03430464,NA,18,24.701136262,good
11700,37093,62116,DebtCon,Mgr,NA,NA,NA,NA,NA,NA,37.010948765,good
24100,57555,90732,DebtCon,Other,8,0,0,236.96199248,1,19,37.934877857,good
6800,57439,74816,HomeImp,Mgr,2,0,2,126.30323511,0,22,27.118653527,good
14600,58229,74027,DebtCon,Other,2,0,0,228.56035401,0,9,34.124242283,good
6400,70035,78635,DebtCon,Sales,3,0,0,147.07716353,0,31,31.206129763,good
20700,48134,78954,NA,NA,NA,NA,NA,NA,NA,NA,37.760482419,good
16200,62258,92595,DebtCon,Office,2,0,0,177.85421954,0,25,22.21960047,good
12100,31400,48000,DebtCon,Other,6,1,0,107.53333333,2,16,NA,good
21600,59219,98111,HomeImp,ProfExe,18,0,0,626.77139277,1,23,21.241684226,good
15500,93730,106841,DebtCon,Sales,13,NA,1,132.82057094,0,18,33.292973693,good
13700,32942,40143,HomeImp,Other,8,0,0,65.000742252,2,12,30.268368849,good
9500,21900,35250,HomeImp,Mgr,16,0,0,59.866666667,1,10,NA,good
18000,49255,61752,DebtCon,Other,8,0,0,122.06196718,3,49,30.033722382,good
17900,97335,167384,NA,Other,NA,0,NA,250.48710842,NA,24,39.15632328,good
18700,11886,63762,DebtCon,Sales,0,0,0,315.2604995,0,5,39.675833586,good
18500,NA,94125,NA,Other,NA,1,0,178.64563647,0,11,30.931410217,good
25600,111000,153000,DebtCon,ProfExe,7,0,0,112.63333333,3,27,NA,good
13500,67180,85634,DebtCon,Sales,5,0,0,147.35531256,0,35,28.522553371,good
18300,12169,93564,HomeImp,Other,13,0,1,274.48139853,0,23,30.269218177,good
25400,82553,107422,DebtCon,Mgr,9,1,0,305.75970536,2,29,32.72167844,good
17900,70444,95860,HomeImp,Office,7,NA,NA,95.684254766,0,11,38.142822739,good
22000,48000,80990,DebtCon,Mgr,6,0,0,262.73333333,2,26,NA,good
17300,65444,91244,DebtCon,ProfExe,8,0,0,202.04968272,0,19,21.573385223,good
8300,54039,89301,HomeImp,Other,18,0,0,173.19132242,0,28,26.266815752,good
9800,58936,78078,DebtCon,NA,19,0,0,152.14012571,0,11,32.188760518,good
11300,NA,28600,HomeImp,Office,20,0,0,190.03121757,0,15,39.008673024,good
30600,78355,124426,DebtCon,Mgr,11,0,0,81.223397569,1,34,25.942577765,good
12300,48866,73023,HomeImp,Office,11,3,1,251.62906201,1,29,32.876870739,good
25700,197425,242602,DebtCon,Other,8,0,0,102.96034553,2,26,41.277127172,good
13000,40996,58938,DebtCon,Mgr,NA,NA,NA,NA,NA,NA,35.809612733,good
24400,87838,104468,HomeImp,NA,6,NA,NA,NA,NA,NA,30.280354844,good
22400,16630,56824,DebtCon,Other,25,0,1,199.7384646,0,24,27.027787429,good
6400,81116,86148,HomeImp,ProfExe,8,0,0,262.17542613,0,11,42.068268179,good
6200,75623,89634,HomeImp,Other,24,0,0,324.68682941,0,47,28.285532103,good
70300,197761,294169,DebtCon,Self,9,0,0,212.23972489,2,24,28.907073332,good
15000,NA,87360,DebtCon,Office,28,0,0,323.63333333,0,16,NA,good
28800,132019,168828,DebtCon,Mgr,0,0,0,231.28613401,1,24,35.490305671,good
5900,NA,51189,HomeImp,NA,1,0,0,NA,0,0,12.749180645,good
17800,100277,163702,NA,Other,NA,1,NA,256.85447121,NA,24,36.354036449,good
15200,41049,50892,DebtCon,ProfExe,1,0,0,276.16735776,1,34,38.379833716,good
16900,47129,62342,DebtCon,Other,15,0,0,290.14892122,0,21,30.318596795,good
20500,53438,118731,DebtCon,ProfExe,14,0,0,258.52106943,0,20,26.146927186,good
15100,38549,59853,DebtCon,NA,5,0,0,104.18324735,2,9,29.141862813,good
18500,99474,127470,DebtCon,Office,22,0,0,287.00225626,3,16,30.996027629,good
15000,135442,175900,DebtCon,Mgr,11,0,0,247.56666667,0,21,NA,good
15500,116543,133986,DebtCon,NA,17,0,0,164.6813583,1,18,37.570819629,good
35500,142713,196335,DebtCon,ProfExe,21,0,0,191.86611752,1,22,35.647442566,good
17600,59347,68667,DebtCon,Office,0,0,0,185.27496096,0,25,30.052323948,good
7800,58364,66688,DebtCon,Other,3,0,2,114.51215796,3,18,37.929273869,good
33100,238018,44379,DebtCon,Mgr,3,0,2,195.36525989,3,49,40.415598855,good
6700,51855,58084,HomeImp,Office,21,0,0,193.75474567,0,19,19.549571698,good
28100,86778,110851,DebtCon,Office,9,0,0,398.4023372,0,44,41.04058878,good
23900,95060,134567,DebtCon,ProfExe,NA,0,0,194.25100609,0,20,27.157061267,good
20600,62531,96584,DebtCon,Office,1,0,0,146.83996796,0,21,33.945586146,good
7100,NA,74753,HomeImp,Office,2,0,0,48.854644654,0,4,41.302546904,good
8700,43759,50070,HomeImp,Mgr,19,1,1,218.9062534,0,17,34.058146802,good
11000,21780,85505,HomeImp,ProfExe,19,0,0,240.68258102,0,10,24.404335112,good
18000,74162,89823,DebtCon,Other,0,2,1,121.76146583,1,26,34.025207507,good
23400,48549,68957,DebtCon,Office,6,0,0,172.81072664,1,27,34.456762198,good
27300,44026,71597,DebtCon,Other,22,NA,1,287.22679628,0,30,38.486948668,good
8200,58536,66546,DebtCon,Other,1,0,2,118.39735837,2,17,34.71164955,good
42700,9330,67950,HomeImp,Office,NA,0,0,305.70315333,0,19,12.846006168,good
13900,63831,81378,DebtCon,NA,9,NA,NA,NA,NA,NA,24.371050483,good
5000,39000,50340,HomeImp,Office,10,NA,NA,179.83333333,NA,19,NA,good
14200,102789,123691,DebtCon,NA,3,0,0,127.06000805,1,26,31.338764479,good
17300,79412,114906,DebtCon,Mgr,17,0,0,247.3605705,4,30,36.536435564,good
15500,127793,158580,DebtCon,Mgr,NA,0,0,229.34507544,0,19,39.509681073,good
19000,107199,132723,DebtCon,ProfExe,7,0,0,91.371931685,0,13,31.442611616,good
25100,73398,115065,DebtCon,Other,5,0,0,88.606337474,2,31,42.050244454,good
22500,NA,24811,DebtCon,ProfExe,7,0,0,97.536619949,1,19,19.472272471,good
16000,133193,160919,DebtCon,Mgr,NA,0,0,223.33852108,0,18,37.301517501,good
9900,47367,114837,DebtCon,ProfExe,4,0,0,210.43553362,0,10,25.042108535,good
5200,43039,53521,HomeImp,Office,11,NA,NA,184.29668729,NA,19,24.414763177,good
10500,42003,53754,DebtCon,Other,16,0,0,84.551104187000007,0,12,32.342959321,good
19900,128219,162012,DebtCon,Office,1,NA,0,374.02376692,NA,52,37.888166956,good
6500,NA,37448,HomeImp,Other,NA,NA,NA,333.23089989,NA,11,29.011980578,good
4900,65873,90408,NA,Mgr,2,0,0,141.85899895,0,23,37.76961861,good
8200,72986,87621,DebtCon,Office,14,0,1,86.545727017,0,9,24.697430423,good
26900,72848,101736,DebtCon,Office,10,0,0,131.4096343,0,21,36.369027462,good
28200,76011,129352,DebtCon,Office,1,0,0,302.80326065,0,23,36.390473606,good
12900,55673,64582,DebtCon,Other,4,0,0,163.41663166,0,14,26.987437342,good
21300,55140,81692,DebtCon,Other,12,0,0,109.90068569,1,10,4.384983222,good
16800,102838,111319,DebtCon,Office,1,0,0,257.3285966,0,34,27.57659689,good
13200,77241,112904,DebtCon,Other,5,0,0,68.549045013,2,14,34.535243721,good
22700,NA,57156,DebtCon,Other,NA,0,0,289.54567264,0,19,40.162944538,good
42100,21137,65676,DebtCon,Other,21,0,0,194.34632446,1,31,43.205910577,good
