year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,3,1957,2000,-3,2238,2305,-27,B6,21,N657JB,JFK,TPA,142,1005,20,0,2013-02-04T01:00:00Z
2013,2,9,1827,1829,-2,2023,2032,-9,US,681,N665AW,EWR,CLT,83,529,18,29,2013-02-09T23:00:00Z
2013,2,27,1249,1256,-7,1544,1609,-25,UA,1280,N78524,LGA,IAH,214,1416,12,56,2013-02-27T17:00:00Z
2013,2,3,721,715,6,1034,1035,-1,AA,825,N3CFAA,JFK,FLL,151,1069,7,15,2013-02-03T12:00:00Z
2013,2,23,1354,1330,24,1702,1629,33,B6,431,N535JB,LGA,SRQ,172,1047,13,30,2013-02-23T18:00:00Z
2013,2,10,1555,1530,25,1909,1855,14,AA,1039,N3DSAA,JFK,FLL,155,1069,15,30,2013-02-10T20:00:00Z
2013,2,9,NA,600,NA,NA,708,NA,B6,380,N298JB,EWR,BOS,NA,200,6,0,2013-02-09T11:00:00Z
2013,2,21,823,820,3,1139,1133,6,DL,2395,N363NW,LGA,PBI,158,1035,8,20,2013-02-21T13:00:00Z
2013,2,5,1126,1130,-4,1320,1334,-14,US,1625,N171US,LGA,CLT,90,544,11,30,2013-02-05T16:00:00Z
2013,2,18,1439,1445,-6,1636,1640,-4,EV,4133,N19554,EWR,DTW,95,488,14,45,2013-02-18T19:00:00Z
2013,2,4,1735,1730,5,1933,1923,10,US,449,N679AW,EWR,CLT,91,529,17,30,2013-02-04T22:00:00Z
2013,2,13,738,725,13,1038,1030,8,AS,11,N584AS,EWR,SEA,341,2402,7,25,2013-02-13T12:00:00Z
2013,2,8,NA,1845,NA,NA,2137,NA,9E,3369,NA,JFK,MSY,NA,1182,18,45,2013-02-08T23:00:00Z
2013,2,7,2000,2000,0,2126,2147,-21,9E,3320,N905XJ,JFK,BUF,53,301,20,0,2013-02-08T01:00:00Z
2013,2,28,2205,2045,80,2304,2216,48,9E,3395,N916XJ,JFK,DCA,38,213,20,45,2013-03-01T01:00:00Z
2013,2,7,1608,1610,-2,1737,1732,5,9E,3689,N8942A,JFK,PHL,29,94,16,10,2013-02-07T21:00:00Z
2013,2,8,NA,1807,NA,NA,2127,NA,B6,217,N506JB,JFK,LGB,NA,2465,18,7,2013-02-08T23:00:00Z
2013,2,11,553,600,-7,919,910,9,AA,707,N3JNAA,LGA,DFW,246,1389,6,0,2013-02-11T11:00:00Z
2013,2,18,600,600,0,811,815,-4,FL,345,N935AT,LGA,ATL,108,762,6,0,2013-02-18T11:00:00Z
2013,2,25,1925,1932,-7,31,2207,NA,EV,4333,N12167,EWR,TUL,NA,1215,19,32,2013-02-26T00:00:00Z
2013,2,9,1428,1426,2,1705,1715,-10,UA,668,N530UA,EWR,TPA,137,997,14,26,2013-02-09T19:00:00Z
2013,2,15,1649,1647,2,1846,1900,-14,DL,1473,N371NB,LGA,MEM,155,963,16,47,2013-02-15T21:00:00Z
2013,2,21,2036,2025,11,2211,2200,11,FL,354,N927AT,LGA,CAK,69,397,20,25,2013-02-22T01:00:00Z
2013,2,7,759,759,0,1055,1115,-20,UA,1539,N14704,EWR,DFW,213,1372,7,59,2013-02-07T12:00:00Z
2013,2,27,1255,1300,-5,1504,1506,-2,9E,4270,N812AY,EWR,CVG,104,569,13,0,2013-02-27T18:00:00Z
2013,2,20,2205,2040,85,7,2237,90,EV,4368,N12163,EWR,DAY,87,533,20,40,2013-02-21T01:00:00Z
2013,2,8,NA,1840,NA,NA,2049,NA,DL,2131,N330NW,LGA,DTW,NA,502,18,40,2013-02-08T23:00:00Z
2013,2,13,1136,1130,6,1442,1445,-3,UA,703,N505UA,JFK,LAX,339,2475,11,30,2013-02-13T16:00:00Z
2013,2,19,1413,1420,-7,1537,1550,-13,MQ,3728,N500MQ,EWR,ORD,117,719,14,20,2013-02-19T19:00:00Z
2013,2,16,1440,1410,30,1750,1703,47,B6,1161,N633JB,LGA,PBI,174,1035,14,10,2013-02-16T19:00:00Z
2013,2,20,1212,1200,12,1327,1321,6,EV,4094,N14952,EWR,RIC,57,277,12,0,2013-02-20T17:00:00Z
2013,2,28,1957,2000,-3,2255,2243,12,DL,1147,N662DN,LGA,ATL,113,762,20,0,2013-03-01T01:00:00Z
2013,2,3,1722,1730,-8,1952,1957,-5,F9,837,N261AV,LGA,DEN,242,1620,17,30,2013-02-03T22:00:00Z
2013,2,11,850,850,0,1148,1148,0,B6,59,N562JB,JFK,TPA,150,1005,8,50,2013-02-11T13:00:00Z
2013,2,4,627,630,-3,806,810,-4,AA,303,N3BBAA,LGA,ORD,138,733,6,30,2013-02-04T11:00:00Z
2013,2,24,2101,2030,31,2339,2306,33,B6,619,N318JB,JFK,JAX,131,828,20,30,2013-02-25T01:00:00Z
2013,2,13,912,915,-3,1028,1038,-10,B6,20,N283JB,JFK,ROC,54,264,9,15,2013-02-13T14:00:00Z
2013,2,28,1450,1445,5,1550,1606,-16,9E,3452,N601LR,JFK,BOS,38,187,14,45,2013-02-28T19:00:00Z
2013,2,17,739,740,-1,1034,1044,-10,B6,341,N537JB,JFK,SRQ,151,1041,7,40,2013-02-17T12:00:00Z
2013,2,24,716,700,16,1006,958,8,UA,1627,N36447,EWR,PBI,148,1023,7,0,2013-02-24T12:00:00Z
2013,2,16,1510,1513,-3,1716,1712,4,EV,4166,N11565,EWR,GSP,101,594,15,13,2013-02-16T20:00:00Z
2013,2,5,1228,1235,-7,1532,1535,-3,UA,1186,N27239,EWR,MIA,168,1085,12,35,2013-02-05T17:00:00Z
2013,2,19,700,629,31,1016,930,46,UA,638,N413UA,LGA,IAH,218,1416,6,29,2013-02-19T11:00:00Z
2013,2,2,2235,2245,-10,2356,2357,-1,B6,128,N760JB,JFK,BTV,42,266,22,45,2013-02-03T03:00:00Z
2013,2,20,618,630,-12,802,831,-29,US,1507,N566UW,EWR,CLT,82,529,6,30,2013-02-20T11:00:00Z
2013,2,1,906,820,46,1054,958,56,9E,3317,N913XJ,JFK,BUF,58,301,8,20,2013-02-01T13:00:00Z
2013,2,9,1707,1705,2,1952,2007,-15,B6,143,N652JB,JFK,PBI,134,1028,17,5,2013-02-09T22:00:00Z
2013,2,15,1536,1535,1,1837,1856,-19,UA,108,N41140,JFK,LAX,337,2475,15,35,2013-02-15T20:00:00Z
2013,2,1,1931,1935,-4,2226,2240,-14,AA,791,N3ABAA,LGA,DFW,206,1389,19,35,2013-02-02T00:00:00Z
2013,2,6,1830,1827,3,2108,2049,19,UA,1531,N35260,EWR,DEN,235,1605,18,27,2013-02-06T23:00:00Z
2013,2,25,1114,1115,-1,1359,1424,-25,B6,673,N509JB,JFK,LAX,331,2475,11,15,2013-02-25T16:00:00Z
2013,2,8,812,815,-3,1036,1015,21,US,675,N657AW,EWR,CLT,94,529,8,15,2013-02-08T13:00:00Z
2013,2,20,1152,1150,2,1413,1437,-24,EV,5060,N753EV,LGA,JAX,119,833,11,50,2013-02-20T16:00:00Z
2013,2,3,1448,1452,-4,1638,1655,-17,DL,1231,N957DL,LGA,DTW,84,502,14,52,2013-02-03T19:00:00Z
2013,2,6,1725,1725,0,2019,2040,-21,AA,145,N3HKAA,JFK,SAN,335,2446,17,25,2013-02-06T22:00:00Z
2013,2,11,842,805,37,1149,1112,37,B6,17,N588JB,JFK,FLL,155,1069,8,5,2013-02-11T13:00:00Z
2013,2,19,2145,2125,20,2311,2240,31,MQ,4449,N829MQ,JFK,DCA,53,213,21,25,2013-02-20T02:00:00Z
2013,2,17,1552,1515,37,1723,1700,23,MQ,4333,N836MQ,JFK,PIT,64,340,15,15,2013-02-17T20:00:00Z
2013,2,26,1810,1815,-5,2007,2052,-45,DL,884,N345NW,LGA,DEN,213,1620,18,15,2013-02-26T23:00:00Z
2013,2,6,1027,1030,-3,1240,1252,-12,DL,2343,N357NB,EWR,ATL,106,746,10,30,2013-02-06T15:00:00Z
2013,2,3,1445,1456,-11,1607,1624,-17,9E,4357,N8972E,JFK,ORF,48,290,14,56,2013-02-03T19:00:00Z
2013,2,2,1420,1420,0,1531,1550,-19,MQ,3728,N8EGMQ,EWR,ORD,110,719,14,20,2013-02-02T19:00:00Z
2013,2,25,1946,1955,-9,2308,2310,-2,AA,1709,N3BBAA,LGA,MIA,159,1096,19,55,2013-02-26T00:00:00Z
2013,2,20,755,805,-10,952,1029,-37,9E,3538,N926XJ,JFK,MSP,147,1029,8,5,2013-02-20T13:00:00Z
2013,2,2,1758,1810,-12,1919,1945,-26,MQ,4484,N723MQ,LGA,BNA,123,764,18,10,2013-02-02T23:00:00Z
2013,2,20,2137,2135,2,47,50,-3,AA,185,N338AA,JFK,LAX,344,2475,21,35,2013-02-21T02:00:00Z
2013,2,21,1944,1903,41,2057,2016,41,EV,4087,N14950,EWR,PWM,55,284,19,3,2013-02-22T00:00:00Z
2013,2,15,1325,1330,-5,1811,1825,-14,DL,315,N3751B,JFK,SJU,207,1598,13,30,2013-02-15T18:00:00Z
2013,2,4,NA,1221,NA,NA,1418,NA,EV,4640,N11565,EWR,DAY,NA,533,12,21,2013-02-04T17:00:00Z
2013,2,13,659,705,-6,1026,1020,6,B6,981,N603JB,JFK,FLL,165,1069,7,5,2013-02-13T12:00:00Z
2013,2,20,1539,1540,-1,1713,1743,-30,9E,3523,N605LR,JFK,ORD,126,740,15,40,2013-02-20T20:00:00Z
2013,2,24,1919,1929,-10,2132,2137,-5,EV,3809,N12957,EWR,TYS,107,631,19,29,2013-02-25T00:00:00Z
2013,2,3,1653,1700,-7,1915,1943,-28,DL,1499,N613DL,LGA,ATL,109,762,17,0,2013-02-03T22:00:00Z
2013,2,11,2039,2035,4,2220,2154,26,UA,1243,N79279,EWR,BOS,41,200,20,35,2013-02-12T01:00:00Z
2013,2,23,720,730,-10,959,1004,-5,DL,807,N338NB,EWR,ATL,135,746,7,30,2013-02-23T12:00:00Z
2013,2,18,1449,1437,12,1546,1544,2,EV,4372,N13903,EWR,DCA,39,199,14,37,2013-02-18T19:00:00Z
2013,2,23,653,654,-1,841,826,15,EV,3829,N11551,EWR,BNA,144,748,6,54,2013-02-23T11:00:00Z
2013,2,14,702,705,-3,943,942,1,EV,3838,N15986,EWR,ATL,127,746,7,5,2013-02-14T12:00:00Z
2013,2,17,603,600,3,706,725,-19,YV,3744,N501MJ,LGA,IAD,48,229,6,0,2013-02-17T11:00:00Z
2013,2,13,1451,1459,-8,1730,1736,-6,B6,119,N729JB,JFK,MSY,199,1182,14,59,2013-02-13T19:00:00Z
2013,2,2,1831,1830,1,2032,2047,-15,DL,1225,N326NB,JFK,DTW,91,509,18,30,2013-02-02T23:00:00Z
2013,2,18,1526,1525,1,1638,1655,-17,MQ,3823,N530MQ,JFK,DCA,53,213,15,25,2013-02-18T20:00:00Z
2013,2,13,716,720,-4,919,928,-9,DL,831,N978DL,LGA,DTW,98,502,7,20,2013-02-13T12:00:00Z
2013,2,3,1541,1545,-4,1801,1815,-14,DL,1942,N324NB,EWR,ATL,110,746,15,45,2013-02-03T20:00:00Z
2013,2,7,1857,1855,2,2128,2142,-14,DL,951,N175DZ,JFK,ATL,122,760,18,55,2013-02-07T23:00:00Z
2013,2,27,1417,1420,-3,1600,1620,-20,MQ,4588,N8EGMQ,LGA,MSP,127,1020,14,20,2013-02-27T19:00:00Z
2013,2,14,1316,1308,8,1553,1541,12,FL,348,N965AT,LGA,ATL,118,762,13,8,2013-02-14T18:00:00Z
2013,2,19,1600,1520,40,1921,1842,39,DL,1097,N342NW,LGA,MIA,165,1096,15,20,2013-02-19T20:00:00Z
2013,2,7,623,630,-7,837,830,7,MQ,4576,N522MQ,LGA,CLT,101,544,6,30,2013-02-07T11:00:00Z
2013,2,8,1444,1357,47,1734,1556,98,EV,4370,N21154,EWR,CHS,96,628,13,57,2013-02-08T18:00:00Z
2013,2,13,1449,1452,-3,1651,1655,-4,DL,1231,N914DL,LGA,DTW,84,502,14,52,2013-02-13T19:00:00Z
2013,2,10,957,959,-2,1245,1247,-2,B6,197,N558JB,JFK,LAS,316,2248,9,59,2013-02-10T14:00:00Z
2013,2,15,1914,1907,7,2142,2138,4,UA,112,N36207,EWR,MSY,186,1167,19,7,2013-02-16T00:00:00Z
2013,2,24,1936,1810,86,2247,2127,80,B6,217,N639JB,JFK,LGB,333,2465,18,10,2013-02-24T23:00:00Z
2013,2,4,1313,1240,33,1637,1555,42,AA,2041,N5DTAA,JFK,MIA,181,1089,12,40,2013-02-04T17:00:00Z
2013,2,15,1356,1355,1,1654,1647,7,B6,1783,N657JB,JFK,MCO,151,944,13,55,2013-02-15T18:00:00Z
2013,2,17,1610,1600,10,1829,1833,-4,FL,620,N966AT,LGA,ATL,107,762,16,0,2013-02-17T21:00:00Z
2013,2,27,NA,600,NA,NA,731,NA,UA,816,NA,LGA,ORD,NA,733,6,0,2013-02-27T11:00:00Z
2013,2,3,759,800,-1,1135,1125,10,UA,397,N505UA,JFK,SFO,368,2586,8,0,2013-02-03T13:00:00Z
2013,2,1,1631,1635,-4,1833,1841,-8,B6,1085,N178JB,JFK,CLT,89,541,16,35,2013-02-01T21:00:00Z
2013,2,23,1026,1030,-4,1309,1315,-6,UA,1742,N24224,EWR,LAS,323,2227,10,30,2013-02-23T15:00:00Z
2013,2,10,905,910,-5,1045,1059,-14,UA,1529,N87527,EWR,CLE,72,404,9,10,2013-02-10T14:00:00Z
2013,2,6,601,608,-7,741,755,-14,UA,963,N855UA,EWR,CLE,74,404,6,8,2013-02-06T11:00:00Z
2013,2,26,1457,1500,-3,1736,1742,-6,DL,2347,N664DN,LGA,ATL,115,762,15,0,2013-02-26T20:00:00Z
2013,2,7,2205,2045,80,2310,2216,54,9E,3395,N915XJ,JFK,DCA,47,213,20,45,2013-02-08T01:00:00Z
2013,2,23,608,610,-2,954,935,19,UA,303,N508UA,JFK,SFO,385,2586,6,10,2013-02-23T11:00:00Z
2013,2,12,2255,2250,5,1,2358,3,B6,608,N316JB,JFK,PWM,48,273,22,50,2013-02-13T03:00:00Z
2013,2,27,1652,1615,37,1845,1850,-5,WN,3,N924WN,EWR,DEN,213,1605,16,15,2013-02-27T21:00:00Z
2013,2,7,900,859,1,1146,1145,1,DL,1747,N645DL,LGA,ATL,125,762,8,59,2013-02-07T13:00:00Z
2013,2,18,1317,1233,44,1523,1430,53,EV,4640,N14543,EWR,DAY,87,533,12,33,2013-02-18T17:00:00Z
2013,2,17,555,600,-5,842,859,-17,UA,556,N568UA,EWR,PBI,150,1023,6,0,2013-02-17T11:00:00Z
2013,2,23,1526,1530,-4,1841,1855,-14,AA,1039,N3KBAA,JFK,FLL,167,1069,15,30,2013-02-23T20:00:00Z
2013,2,18,2025,2035,-10,2300,2320,-20,B6,605,N353JB,EWR,MCO,130,937,20,35,2013-02-19T01:00:00Z
2013,2,12,1705,1708,-3,2024,2022,2,B6,15,N192JB,JFK,FLL,184,1069,17,8,2013-02-12T22:00:00Z
2013,2,28,1528,1530,-2,1850,1855,-5,AA,1039,N3FLAA,JFK,FLL,161,1069,15,30,2013-02-28T20:00:00Z
2013,2,2,1622,1625,-3,1942,1954,-12,B6,675,N775JB,JFK,LAX,358,2475,16,25,2013-02-02T21:00:00Z
2013,2,19,2122,1919,123,2319,2128,111,EV,4619,N17146,EWR,CLT,90,529,19,19,2013-02-20T00:00:00Z
2013,2,3,1654,1700,-6,1806,1840,-34,MQ,4323,N667MQ,JFK,ORF,48,290,17,0,2013-02-03T22:00:00Z
2013,2,13,1726,1726,0,2021,2048,-27,UA,1593,N14250,EWR,PDX,328,2434,17,26,2013-02-13T22:00:00Z
2013,2,22,1556,1530,26,1755,1725,30,AA,2223,N496AA,LGA,STL,153,888,15,30,2013-02-22T20:00:00Z
2013,2,8,NA,1527,NA,NA,1700,NA,EV,3835,N16546,EWR,BNA,NA,748,15,27,2013-02-08T20:00:00Z
2013,2,14,1249,1250,-1,1525,1535,-10,WN,564,N718SW,LGA,DEN,240,1620,12,50,2013-02-14T17:00:00Z
2013,2,26,1457,1505,-8,1752,1820,-28,AA,759,N3GHAA,LGA,DFW,208,1389,15,5,2013-02-26T20:00:00Z
2013,2,26,1020,910,70,1131,1032,59,B6,20,N203JB,JFK,ROC,51,264,9,10,2013-02-26T14:00:00Z
2013,2,14,708,710,-2,1144,1204,-20,B6,715,N562JB,JFK,SJU,195,1598,7,10,2013-02-14T12:00:00Z
2013,2,17,2144,2134,10,2248,2243,5,UA,1066,N16234,EWR,BOS,45,200,21,34,2013-02-18T02:00:00Z
2013,2,7,1314,1320,-6,1612,1619,-7,B6,505,N589JB,EWR,FLL,151,1065,13,20,2013-02-07T18:00:00Z
2013,2,20,2054,2100,-6,2400,31,-31,DL,2363,N711ZX,JFK,LAX,338,2475,21,0,2013-02-21T02:00:00Z
2013,2,23,1708,1715,-7,2052,2040,12,DL,1088,N3759,JFK,SAN,346,2446,17,15,2013-02-23T22:00:00Z
2013,2,23,614,545,29,1042,1023,19,B6,725,N705JB,JFK,BQN,185,1576,5,45,2013-02-23T10:00:00Z
2013,2,1,724,730,-6,1023,1045,-22,UA,10,N73283,LGA,IAH,215,1416,7,30,2013-02-01T12:00:00Z
2013,2,15,846,750,56,1048,950,58,B6,219,N789JB,JFK,CLT,88,541,7,50,2013-02-15T12:00:00Z
2013,2,19,905,914,-9,1213,1210,3,B6,57,N183JB,JFK,PBI,147,1028,9,14,2013-02-19T14:00:00Z
2013,2,11,1059,1100,-1,1215,1223,-8,EV,4240,N14568,EWR,BUF,54,282,11,0,2013-02-11T16:00:00Z
2013,2,1,1155,1200,-5,1454,1459,-5,UA,1461,N24706,EWR,IAH,225,1400,12,0,2013-02-01T17:00:00Z
2013,2,3,1028,1036,-8,1329,1333,-4,UA,927,N559UA,EWR,PBI,144,1023,10,36,2013-02-03T15:00:00Z
2013,2,28,627,630,-3,754,810,-16,EV,4088,N11536,EWR,RDU,69,416,6,30,2013-02-28T11:00:00Z
2013,2,13,2039,2045,-6,2309,2309,0,B6,115,N197JB,JFK,MSY,186,1182,20,45,2013-02-14T01:00:00Z
2013,2,21,1859,1857,2,2148,2157,-9,UA,248,N418UA,EWR,PBI,140,1023,18,57,2013-02-21T23:00:00Z
2013,2,2,1725,1725,0,2047,2055,-8,UA,512,N510UA,JFK,SFO,356,2586,17,25,2013-02-02T22:00:00Z
2013,2,4,1431,1300,91,1605,1440,85,AA,329,N542AA,LGA,ORD,136,733,13,0,2013-02-04T18:00:00Z
2013,2,21,702,700,2,947,1007,-20,UA,1636,N76528,EWR,PBI,141,1023,7,0,2013-02-21T12:00:00Z
2013,2,9,NA,900,NA,NA,1115,NA,DL,181,N863DA,LGA,DTW,NA,502,9,0,2013-02-09T14:00:00Z
2013,2,17,1859,1750,69,2143,2041,62,B6,527,N552JB,EWR,MCO,127,937,17,50,2013-02-17T22:00:00Z
2013,2,4,825,829,-4,1104,1105,-1,B6,611,N203JB,JFK,JAX,130,828,8,29,2013-02-04T13:00:00Z
2013,2,15,1510,1510,0,1708,1655,13,MQ,4447,N725MQ,LGA,RDU,79,431,15,10,2013-02-15T20:00:00Z
2013,2,23,2016,2020,-4,2310,2318,-8,UA,1109,N76523,EWR,PBI,157,1023,20,20,2013-02-24T01:00:00Z
2013,2,12,1631,1639,-8,1751,1753,-2,B6,1176,N266JB,EWR,BOS,47,200,16,39,2013-02-12T21:00:00Z
2013,2,5,657,700,-3,1042,1045,-3,DL,1865,N709TW,JFK,SFO,363,2586,7,0,2013-02-05T12:00:00Z
2013,2,18,904,900,4,1032,1037,-5,UA,1707,N76515,LGA,ORD,120,733,9,0,2013-02-18T14:00:00Z
2013,2,20,827,830,-3,949,1015,-26,AA,313,N583AA,LGA,ORD,116,733,8,30,2013-02-20T13:00:00Z
2013,2,19,1332,1330,2,1633,1629,4,B6,431,N589JB,LGA,SRQ,164,1047,13,30,2013-02-19T18:00:00Z
2013,2,18,816,815,1,1006,1012,-6,EV,4264,N13553,EWR,MEM,147,946,8,15,2013-02-18T13:00:00Z
2013,2,7,1440,1439,1,1740,1751,-11,UA,1175,N14214,EWR,RSW,154,1068,14,39,2013-02-07T19:00:00Z
2013,2,12,628,636,-8,757,808,-11,EV,3839,N14920,EWR,BNA,129,748,6,36,2013-02-12T11:00:00Z
2013,2,18,1519,1455,24,1742,1729,13,B6,119,N216JB,JFK,MSY,176,1182,14,55,2013-02-18T19:00:00Z
2013,2,27,1847,1810,37,2157,2130,27,AA,1611,N3GKAA,LGA,MIA,170,1096,18,10,2013-02-27T23:00:00Z
2013,2,20,1004,1007,-3,1118,1122,-4,EV,5711,N830AS,JFK,IAD,52,228,10,7,2013-02-20T15:00:00Z
2013,2,17,1057,1100,-3,1354,1412,-18,UA,1504,N75429,EWR,RSW,164,1068,11,0,2013-02-17T16:00:00Z
2013,2,8,900,857,3,1218,1204,14,UA,1430,N14704,EWR,IAH,209,1400,8,57,2013-02-08T13:00:00Z
2013,2,16,1329,1330,-1,1639,1629,10,B6,431,N612JB,LGA,SRQ,173,1047,13,30,2013-02-16T18:00:00Z
2013,2,23,553,600,-7,744,759,-15,DL,731,N317US,LGA,DTW,90,502,6,0,2013-02-23T11:00:00Z
2013,2,25,925,930,-5,1053,1103,-10,9E,3913,N8894A,JFK,ROC,57,264,9,30,2013-02-25T14:00:00Z
2013,2,9,NA,1110,NA,NA,1335,NA,B6,1925,N187JB,JFK,MSY,NA,1182,11,10,2013-02-09T16:00:00Z
2013,2,21,854,805,49,1016,920,56,EV,4233,N22909,EWR,BTV,51,266,8,5,2013-02-21T13:00:00Z
2013,2,1,1638,1645,-7,1847,1853,-6,EV,4997,N712EV,EWR,DTW,93,488,16,45,2013-02-01T21:00:00Z
2013,2,27,1727,1725,2,2019,2050,-31,UA,512,N508UA,JFK,SFO,324,2586,17,25,2013-02-27T22:00:00Z
2013,2,27,958,950,8,1319,1254,25,B6,1101,N508JB,JFK,FLL,175,1069,9,50,2013-02-27T14:00:00Z
2013,2,1,908,908,0,1408,1409,-1,UA,1519,N14704,EWR,STT,204,1634,9,8,2013-02-01T14:00:00Z
2013,2,26,2013,1959,14,2156,2144,12,MQ,4423,N845MQ,JFK,RDU,77,427,19,59,2013-02-27T00:00:00Z
2013,2,28,628,635,-7,805,843,-38,EV,4626,N21129,EWR,MSP,134,1008,6,35,2013-02-28T11:00:00Z
2013,2,25,1654,1655,-1,2006,2029,-23,DL,706,N364NB,JFK,AUS,236,1521,16,55,2013-02-25T21:00:00Z
2013,2,20,634,635,-1,741,748,-7,B6,1305,N206JB,JFK,IAD,50,228,6,35,2013-02-20T11:00:00Z
2013,2,16,1702,1700,2,1800,1810,-10,WN,1539,N413WN,EWR,BWI,38,169,17,0,2013-02-16T22:00:00Z
2013,2,13,1155,1200,-5,1447,1438,9,DL,1947,N667DN,LGA,ATL,136,762,12,0,2013-02-13T17:00:00Z
2013,2,9,1442,1447,-5,1628,1646,-18,EV,4572,N12157,EWR,GSP,89,594,14,47,2013-02-09T19:00:00Z
2013,2,9,NA,1000,NA,NA,1209,NA,US,1277,NA,LGA,CLT,NA,544,10,0,2013-02-09T15:00:00Z
2013,2,8,839,840,-1,1226,1204,22,UA,112,N58101,JFK,LAX,351,2475,8,40,2013-02-08T13:00:00Z
2013,2,14,1057,1059,-2,1353,1441,-48,UA,1550,N14228,EWR,SFO,338,2565,10,59,2013-02-14T15:00:00Z
2013,2,26,554,600,-6,651,703,-12,US,2114,N751UW,LGA,BOS,33,184,6,0,2013-02-26T11:00:00Z
2013,2,6,1830,1659,91,2243,2046,NA,9E,3375,N916XJ,JFK,SAT,NA,1587,16,59,2013-02-06T21:00:00Z
2013,2,3,1128,1130,-2,1253,1315,-22,WN,145,N759GS,EWR,STL,126,872,11,30,2013-02-03T16:00:00Z
2013,2,13,955,958,-3,1112,1137,-25,UA,258,N842UA,LGA,ORD,118,733,9,58,2013-02-13T14:00:00Z
2013,2,8,NA,2030,NA,NA,2234,NA,EV,4348,N16149,EWR,MSP,NA,1008,20,30,2013-02-09T01:00:00Z
2013,2,8,NA,2025,NA,NA,2331,NA,UA,299,NA,EWR,DFW,NA,1372,20,25,2013-02-09T01:00:00Z
2013,2,25,1554,1557,-3,1649,1704,-15,EV,4299,N13969,EWR,DCA,43,199,15,57,2013-02-25T20:00:00Z
2013,2,19,702,651,11,926,928,-2,UA,1586,N16713,LGA,DEN,237,1620,6,51,2013-02-19T11:00:00Z
2013,2,21,2003,1940,23,2315,2245,30,B6,381,N662JB,LGA,FLL,150,1076,19,40,2013-02-22T00:00:00Z
2013,2,6,825,830,-5,946,950,-4,WN,369,N466WN,EWR,MDW,118,711,8,30,2013-02-06T13:00:00Z
2013,2,7,623,634,-11,808,822,-14,EV,4334,N14188,EWR,CMH,85,463,6,34,2013-02-07T11:00:00Z
2013,2,5,1541,1530,11,1832,1805,27,MQ,4525,N736MQ,LGA,XNA,198,1147,15,30,2013-02-05T20:00:00Z
2013,2,25,700,700,0,1009,1008,1,UA,1701,N38268,EWR,FLL,164,1065,7,0,2013-02-25T12:00:00Z
2013,2,10,1816,1730,46,2056,2004,52,FL,623,N991AT,LGA,ATL,137,762,17,30,2013-02-10T22:00:00Z
2013,2,17,802,755,7,905,930,-25,WN,111,N487WN,LGA,MDW,106,725,7,55,2013-02-17T12:00:00Z
2013,2,26,1854,1855,-1,2148,2158,-10,UA,302,N408UA,LGA,IAH,209,1416,18,55,2013-02-26T23:00:00Z
2013,2,11,2020,1900,80,2200,2033,87,EV,4416,N12195,EWR,BNA,130,748,19,0,2013-02-12T00:00:00Z
2013,2,21,1046,929,77,1301,1206,55,EV,4140,N16183,EWR,ATL,120,746,9,29,2013-02-21T14:00:00Z
2013,2,25,951,910,41,1104,1032,32,B6,20,N184JB,JFK,ROC,54,264,9,10,2013-02-25T14:00:00Z
2013,2,4,1652,1628,24,1801,1735,26,EV,4588,N13913,EWR,MHT,40,209,16,28,2013-02-04T21:00:00Z
2013,2,28,1158,1200,-2,1313,1330,-17,MQ,4601,N8EGMQ,LGA,BNA,114,764,12,0,2013-02-28T17:00:00Z
2013,2,16,1451,1500,-9,1640,1655,-15,MQ,4429,N739MQ,LGA,CMH,79,479,15,0,2013-02-16T20:00:00Z
2013,2,23,800,800,0,1115,1127,-12,DL,2245,N946DL,JFK,MIA,154,1089,8,0,2013-02-23T13:00:00Z
2013,2,24,1358,1359,-1,1627,1638,-11,DL,2043,N301NB,JFK,ATL,115,760,13,59,2013-02-24T18:00:00Z
2013,2,19,2220,1940,160,2329,2106,143,9E,4091,N8751D,JFK,BWI,39,184,19,40,2013-02-20T00:00:00Z
2013,2,11,1,2100,181,111,2225,166,WN,530,N231WN,LGA,MDW,117,725,21,0,2013-02-12T02:00:00Z
2013,2,21,714,642,32,936,902,34,EV,4122,N16961,EWR,SDF,113,642,6,42,2013-02-21T11:00:00Z
2013,2,11,2122,1930,112,16,2247,89,DL,1854,N317NB,LGA,FLL,157,1076,19,30,2013-02-12T00:00:00Z
2013,2,4,954,1000,-6,1102,1121,-19,US,2169,N756US,LGA,DCA,44,214,10,0,2013-02-04T15:00:00Z
2013,2,12,2127,2125,2,2218,2224,-6,EV,4404,N13133,EWR,PVD,32,160,21,25,2013-02-13T02:00:00Z
2013,2,28,2058,2102,-4,2350,2357,-7,UA,590,N454UA,EWR,IAH,204,1400,21,2,2013-03-01T02:00:00Z
2013,2,1,1108,1105,3,1221,1245,-24,WN,542,N923WN,LGA,MDW,113,725,11,5,2013-02-01T16:00:00Z
2013,2,18,659,700,-1,933,953,-20,DL,2285,N376NW,LGA,MCO,130,950,7,0,2013-02-18T12:00:00Z
2013,2,27,1428,1430,-2,1732,1741,-9,UA,997,N482UA,LGA,IAH,221,1416,14,30,2013-02-27T19:00:00Z
