LOAN,MORTDUE,VALUE,REASON,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,STATUS
10300,51787,86200,HomeImp,17,0,0,203.73276258,0,16,34.435246045,1
22000,76367,103928,DebtCon,20,0,0,202.57815197,1,13,38.717194911,1
24000,17575,50375,DebtCon,23,0,0,135.76405083,0,11,22.981005101,1
10900,51990,76918,HomeImp,0,0,1,180.81810233,0,12,29.555406533,1
14400,32683,48467,HomeImp,11,0,0,114.41203294,0,10,21.46972396,1
14300,89984,121189,HomeImp,4,0,2,137.59782329,0,25,41.613325222,1
4300,68815,79852,HomeImp,6,0,0,105.12070881,0,14,41.806376152,1
15900,38860,68912,DebtCon,9,0,0,250.92750292,1,16,22.175263227,1
13900,64356,88028,DebtCon,13,0,0,111.8099755,0,24,39.008508115,1
18500,49367,71485,DebtCon,10,0,0,175.38704889,1,42,37.772221651,1
11300,40752,53683,HomeImp,22,0,1,129.75806208,0,23,38.425881111,1
8700,93759,119459,HomeImp,24,0,0,138.09123004,1,12,38.729710894,1
18900,127269,203737,HomeImp,14,0,0,206.20003676,0,21,36.272858359,1
18100,18611,171194,HomeImp,5,0,0,313.03794532,0,26,27.199154012,1
31800,126316,180750,DebtCon,14,0,0,167.85725585,2,28,42.633437183,1
30600,54372,78653,DebtCon,0,0,0,156.41356965,3,19,40.611094331,1
37900,201996,272874,DebtCon,3,0,0,249.8265925,0,32,31.427582447,1
14200,60570,74648,DebtCon,2,0,0,137.84110526,2,35,40.289761298,1
22600,96485,120470,HomeImp,9,0,0,112.84033563,2,24,31.865916827,1
19300,72752,106084,DebtCon,11,0,0,193.7070998,1,13,30.686105632,1
12600,100590,138649,HomeImp,14,0,0,138.16470464,4,22,34.598727401,1
10200,8907,59814,HomeImp,7,2,0,364.43094738,1,22,16.064245381,1
24700,77022,112172,DebtCon,9,0,1,306.87107786,2,28,30.120041947,1
12400,115004,144760,DebtCon,2,0,0,279.5221733,1,46,35.614731425,1
31900,83226,115509,DebtCon,11,0,0,79.030115608,0,34,26.521859522,1
32400,51220,106361,DebtCon,3,0,0,172.36214796,2,24,36.489097213,1
26800,149729,183027,DebtCon,7,0,0,331.25655711,0,34,37.000883221,1
18200,53646,156048,DebtCon,20,0,0,232.29712557,0,27,20.856067533,1
22600,133264,172882,DebtCon,6,1,0,190.24756023,0,37,19.973955025,1
12800,117391,210072,HomeImp,1,0,0,136.6209694,1,14,27.124889306,1
15200,41049,50892,DebtCon,1,0,0,276.16735776,1,34,38.379833716,1
18700,47903,63933,HomeImp,3,0,0,120.41804194,1,17,32.977596653,1
10800,61767,72668,DebtCon,15,0,0,228.98545319,3,32,37.91433471,1
22400,40605,76986,DebtCon,9,0,0,276.27591395,0,19,39.730192796,1
16400,62018,91832,DebtCon,9,0,0,202.3225002,0,19,20.38046421,1
12900,83886,100782,HomeImp,5,0,0,115.07618603,1,27,27.979706434,1
20100,104183,139637,HomeImp,10,0,0,162.00418077,1,23,34.624202813,1
25300,139427,245988,HomeImp,28,0,0,366.11015141,1,18,36.27844415,1
12900,56798,71364,DebtCon,1,0,0,225.58576305,0,9,33.021284072,1
17900,110332,130756,DebtCon,2,0,1,288.65558416,1,47,41.946375198,1
15500,88929,115249,DebtCon,0,0,2,156.13091398,0,34,32.033870396,1
20600,44826,66226,DebtCon,13,0,1,120.43326243,0,22,40.911949864,1
28400,72870,95647,DebtCon,11,0,0,139.04525472,0,20,37.820678455,1
11200,66868,107794,DebtCon,10,0,0,152.92982848,1,12,39.640828981,1
25500,73083,126995,DebtCon,1,0,0,289.20089863,1,24,37.316207652,1
9800,15021,31900,DebtCon,6,0,0,276.73420174,0,11,22.291249185,1
17300,110614,137552,DebtCon,6,0,0,85.232500724,0,13,31.344365522,1
27700,35132,71456,DebtCon,13,0,0,84.874967196,5,16,35.650730315,1
16800,62557,95747,DebtCon,0,0,0,188.18900504,1,31,35.285844744,1
53000,180371,256589,DebtCon,4,0,0,240.15780198,1,33,36.477617807,1
17400,45861,61256,DebtCon,7,0,0,132.01922665,3,48,30.186567466,1
12900,70167,90812,HomeImp,25,0,0,177.0806266,2,13,40.225695665,1
24200,92572,121310,HomeImp,9,0,0,117.04550066,1,24,30.482780029,1
24700,109377,133116,DebtCon,10,1,0,184.35578292,5,17,40.202630102,1
34000,57025,103563,DebtCon,3,0,0,173.49413187,2,24,36.91389765,1
15800,51281,144202,DebtCon,1,0,0,285.9978979,4,43,41.538051097,1
19800,99137,121781,HomeImp,4,0,1,302.1278732,1,20,39.510628341,1
21400,41671,103427,HomeImp,6,0,0,122.15334415,0,15,31.614679534,1
12000,57371,69076,DebtCon,10,1,0,83.251972039,1,19,29.632108256,1
20800,77885,98188,DebtCon,4,0,0,50.293547164,7,23,38.120404705,1
18300,63351,87645,DebtCon,1,0,0,324.614647,3,15,43.90230255,1
19200,68902,98737,DebtCon,1,0,0,166.81657408,4,19,33.035075976,1
13500,89184,116848,DebtCon,13,0,0,174.50640819,1,18,36.010891518,1
42900,122372,175968,DebtCon,13,0,0,160.72975574,0,4,39.469199606,1
9800,32550,52554,DebtCon,12,0,0,229.51274114,1,32,37.923088094,1
8100,84822,123854,HomeImp,31,0,0,340.7444307,2,38,36.205114552,1
25700,103598,144594,DebtCon,19,0,0,217.94482804,0,13,41.135649383,1
15700,35873,52800,HomeImp,10,0,0,128.23591372,0,10,20.950252082,1
12200,86775,111572,DebtCon,0,1,1,138.61008049,1,33,34.351808356,1
11600,22635,33353,DebtCon,6,0,0,85.57207035,0,16,19.223872665,1
18500,65165,90805,DebtCon,2,0,0,160.73226514,0,25,25.372047645,1
30900,189798,301984,DebtCon,28,0,0,150.91736328,0,22,37.236507841,1
18700,37883,64763,HomeImp,25,0,0,236.99683653,0,13,23.621203075,1
8100,69047,82113,DebtCon,3,0,0,121.41114886,0,30,35.073918357,1
12400,26768,52411,HomeImp,0,0,0,253.31804334,0,11,38.821021323,1
31000,13542,58827,DebtCon,0,0,0,92.1329084,0,6,36.256968747,1
40300,33299,73380,DebtCon,4,0,0,184.53758909,1,18,24.374481112,1
21500,141688,184241,HomeImp,8,0,0,311.42612789,0,16,44.590155228,1
15900,58518,82095,HomeImp,10,0,2,177.24777998,0,14,28.818793116,1
50400,43635,104114,HomeImp,10,0,0,224.4829394,3,35,40.851444098,1
22500,48405,86989,DebtCon,14,0,0,94.928088498,1,9,4.029951372,1
24400,109253,158257,DebtCon,17,0,0,193.96528716,0,25,34.594492544,1
9900,82697,100689,DebtCon,3,0,0,133.36579062,0,26,33.591716314,1
14600,58229,74027,DebtCon,2,0,0,228.56035401,0,9,34.124242283,1
32300,14163,60626,DebtCon,0,0,0,109.03108797,1,6,36.501086508,1
8200,13392,34254,DebtCon,3,0,0,267.91864156,0,11,21.929990488,1
27300,72314,118839,DebtCon,5,0,0,99.693832459,1,31,42.343420263,1
28600,94165,130285,DebtCon,10,0,1,137.81333094,0,28,42.080016037,1
7100,64850,76985,HomeImp,0,0,0,108.21718977,0,7,36.337557557,1
5600,76407,77485,HomeImp,9,0,0,91.683770634,0,24,37.773350976,1
20800,58440,99244,DebtCon,1,0,4,174.95857724,0,46,37.488545687,1
9400,51505,84178,HomeImp,19,0,0,202.69796289,0,16,35.530613427,1
15400,103934,113696,DebtCon,4,0,0,265.5863519,1,34,26.750403963,1
27200,97541,126368,DebtCon,0,1,0,186.77854794,3,38,34.81068944,1
16200,25329,37433,DebtCon,21,1,0,207.15954753,2,16,32.718088027,1
15100,60264,87110,HomeImp,5,0,0,111.39938495,0,13,26.062043252,1
21000,133430,189263,DebtCon,22,0,0,229.98699803,1,23,40.564121581,1
13100,58039,68558,HomeImp,29,1,2,184.88001057,1,23,37.347348766,1
11500,44097,58336,DebtCon,0,0,0,173.31832075,0,20,38.191626025,1
51100,28312,82300,HomeImp,3,2,0,269.33597552,6,14,41.087535376,1
30500,10952,65166,DebtCon,0,0,0,91.951603506,1,6,37.692624384,1
16700,64862,107919,HomeImp,10,0,0,260.15854779,0,11,36.824339033,1
11100,75392,89976,DebtCon,9,0,0,163.70355537,1,12,39.271884779,1
8100,26886,36527,HomeImp,12,0,0,188.41982641,0,13,24.865567185,1
9900,83821,124527,HomeImp,30,0,0,319.65197133,1,37,35.769425427,1
8700,51033,58513,DebtCon,2,0,0,181.8697515,0,20,37.879278335,1
66500,64423,143341,HomeImp,9,0,0,113.98444673,0,11,39.821439755,1
13400,88810,102409,HomeImp,19,0,0,145.75659669,4,24,31.336418262,1
14400,20996,41987,DebtCon,9,0,0,120.95551442,0,10,21.11871262,1
30500,138082,181157,DebtCon,2,1,0,219.24730717,1,19,40.874698522,1
15900,101412,119751,DebtCon,9,0,0,299.95309804,2,18,30.1768704,1
21400,113053,147467,DebtCon,11,0,2,219.1538803,0,24,41.824914424,1
32500,232057,286938,DebtCon,15,0,1,249.95493327,2,26,25.254771745,1
27500,23439,47177,DebtCon,25,0,0,112.89450731,0,11,23.022894085,1
18200,78077,105522,DebtCon,0,0,0,278.44302157,2,22,38.939650897,1
25300,51261,87025,DebtCon,4,0,0,249.83618476,2,25,31.658786411,1
23500,95289,122273,HomeImp,9,0,0,118.61613434,1,23,30.447274539,1
46900,91672,158953,DebtCon,16,0,0,221.13236316,8,19,38.109227516,1
21900,105787,142466,HomeImp,8,0,0,145.37717658,0,22,32.333899345,1
12400,36034,62953,DebtCon,9,0,0,262.07934525,0,16,21.345227351,1
15500,71412,93723,DebtCon,19,0,0,238.50131586,11,24,35.965898215,1
5600,53793,66379,HomeImp,22,0,0,206.09913412,0,19,18.369540527,1
41600,365528,469694,HomeImp,3,0,0,304.98288407,3,15,43.363624328,1
13000,16913,48587,HomeImp,23,0,0,264.9921562,0,20,30.622635559,1
15800,41661,80457,DebtCon,3,0,1,137.31750781,0,8,27.434094849,1
16600,74784,100221,DebtCon,1,0,0,90.05044751,0,17,25.708393802,1
18000,88509,112933,DebtCon,4,0,0,150.80236935,1,21,23.200941214,1
17800,44326,79651,DebtCon,4,0,0,246.7969491,3,32,32.509012068,1
14900,72637,103297,DebtCon,4,2,0,83.466086341,0,20,22.553039619,1
23000,58696,102176,HomeImp,18,0,0,629.09576631,0,23,22.825607116,1
8200,76268,89166,HomeImp,23,0,0,341.8553472,1,46,29.869576644,1
20700,140776,183621,HomeImp,7,0,0,315.37439124,0,17,43.85601978,1
22400,135912,181863,HomeImp,7,0,0,316.99290614,0,17,45.006818085,1
11000,50178,64427,DebtCon,5,0,0,67.636289053,1,11,28.689928357,1
20100,72775,102308,DebtCon,8,0,0,206.47884516,2,13,32.782971421,1
29300,228059,291314,DebtCon,16,0,1,259.67720211,2,26,28.173645541,1
6700,54161,59714,HomeImp,20,0,0,209.20630035,0,20,20.203517707,1
12000,63019,74204,DebtCon,6,0,0,98.591738332,2,14,24.490438355,1
23900,90244,120751,DebtCon,3,0,0,194.98725245,1,26,35.406059646,1
14600,54040,66442,DebtCon,6,0,0,237.59925433,0,18,34.883435314,1
48900,41260,102771,HomeImp,8,0,0,192.2261774,3,35,41.218714523,1
11100,43167,60209,DebtCon,3,0,1,80.368196976,0,20,37.490798825,1
23200,131804,171144,DebtCon,6,0,0,197.76872804,0,37,19.778851787,1
25200,55283,103324,DebtCon,0,0,0,181.45136816,0,26,32.923860468,1
8500,61607,81126,HomeImp,16,0,0,222.21119026,1,35,34.729698093,1
27000,13718,35684,DebtCon,16,2,0,122.29444677,1,18,24.355759583,1
13600,55901,87519,DebtCon,13,0,1,107.9131329,0,23,36.327022401,1
8400,77144,91532,DebtCon,19,0,1,311.75718243,1,24,40.912736994,1
24000,43427,68308,DebtCon,25,0,0,302.77226199,2,31,34.871855162,1
5000,90059,113714,HomeImp,7,0,0,193.63644686,0,28,25.897316482,1
23500,190239,233603,DebtCon,3,0,0,285.33129265,0,27,39.916482966,1
12100,46152,72773,DebtCon,0,0,0,270.48998006,0,20,29.495115994,1
24400,26366,54775,DebtCon,13,0,0,101.63623493,2,24,29.095881268,1
22800,96495,122362,HomeImp,8,0,0,120.9792917,2,24,29.809835155,1
11500,64371,73636,DebtCon,2,0,0,162.11625392,1,35,39.791198955,1
28600,136546,185507,DebtCon,0,0,0,212.31409848,3,19,40.516801315,1
18000,54196,71412,DebtCon,10,0,0,189.87427039,1,42,37.352105103,1
27100,20479,46735,DebtCon,24,0,0,103.81628973,0,10,24.258677221,1
13400,66737,71117,DebtCon,0,0,0,163.13185891,2,34,40.943866269,1
14300,70322,88626,DebtCon,3,0,0,244.83986415,2,26,32.647541118,1
13700,74015,113766,DebtCon,7,0,0,75.892415281,2,14,36.395366326,1
21500,129361,284790,HomeImp,3,0,0,199.21959548,0,15,30.406259432,1
31800,125864,175163,DebtCon,12,0,0,174.20934404,2,28,40.584811501,1
12700,58293,82594,DebtCon,13,0,0,105.05041496,0,23,36.700445544,1
28500,84908,108385,DebtCon,10,0,0,384.28504689,0,45,41.342010942,1
10400,57816,82047,HomeImp,3,0,1,176.65689456,0,12,30.674205288,1
14700,106417,123580,HomeImp,9,0,0,166.49606529,3,31,29.316710061,1
12100,56335,86648,HomeImp,17,0,0,206.24709466,0,17,35.127874351,1
33900,13154,62208,DebtCon,1,0,0,111.98065696,1,5,37.466977302,1
29500,48590,81354,DebtCon,0,0,0,157.02632626,3,18,40.170618286,1
18000,74162,89823,DebtCon,0,2,1,121.76146583,1,26,34.025207507,1
24400,119111,154860,DebtCon,3,0,0,296.93039006,0,25,38.493132607,1
13900,85358,101401,DebtCon,0,0,0,145.79410614,0,22,40.114411439,1
18100,112832,182418,DebtCon,8,0,0,230.07213106,3,23,40.298698909,1
11500,53151,71645,HomeImp,7,0,0,135.80047603,0,16,35.851614414,1
10800,13365,66979,HomeImp,9,2,1,346.9796514,1,22,16.48162968,1
17000,60483,85015,HomeImp,4,0,0,116.52526509,0,12,27.29874318,1
13700,32942,40143,HomeImp,8,0,0,65.000742252,2,12,30.268368849,1
14800,48910,70039,DebtCon,8,0,1,94.971595989,3,48,30.920501687,1
18500,81938,106187,DebtCon,2,0,0,282.90060926,1,21,40.038841103,1
23500,90129,141785,DebtCon,23,1,0,158.99682446,0,25,40.331950332,1
19400,39928,106271,HomeImp,6,0,0,129.17827724,0,14,31.922154922,1
89000,54576,92937,DebtCon,16,0,0,208.69206982,0,15,35.859970681,1
10600,83217,101359,DebtCon,1,0,0,54.746622005,2,24,40.76038718,1
9900,74009,108371,DebtCon,1,0,0,246.09476485,0,36,17.257117147,1
16900,102108,117650,DebtCon,9,0,0,279.11258466,1,19,29.645177293,1
24700,23231,54024,DebtCon,24,0,0,118.15409152,0,11,23.265224918,1
22300,93305,143672,DebtCon,21,0,0,176.4166175,0,25,40.471092138,1
15200,49428,62696,DebtCon,27,0,0,265.39531284,1,16,38.500796453,1
17300,91132,110440,DebtCon,10,0,0,147.55332445,2,19,36.427218736,1
15100,81461,93548,DebtCon,2,0,0,160.1036,0,22,41.007363531,1
29400,119256,160683,DebtCon,6,0,0,109.12119697,3,27,33.301762888,1
9000,53177,56782,HomeImp,9,0,0,106.50053701,3,33,40.084175502,1
16500,51758,138693,DebtCon,2,0,0,283.06984094,5,43,39.716770715,1
11000,63314,69285,DebtCon,15,0,0,244.01777452,3,32,36.542570221,1
17100,74922,91187,DebtCon,0,0,0,80.582655587,0,16,26.767768842,1
27600,72468,106906,DebtCon,12,0,0,288.84955151,1,32,38.984013009,1
64900,69786,148769,HomeImp,10,0,0,129.08447886,0,11,43.519942711,1
12800,73624,103213,DebtCon,10,0,0,201.65084421,0,20,19.557272829,1
15300,101311,113253,DebtCon,0,0,0,140.07577118,1,21,40.667462294,1
30600,78355,124426,DebtCon,11,0,0,81.223397569,1,34,25.942577765,1
19200,83591,109772,HomeImp,4,0,0,101.49881202,1,25,37.077041528,1
15700,64793,99157,HomeImp,22,0,0,244.73167355,1,23,38.328188879,1
19700,105135,147353,DebtCon,11,0,2,225.69612759,0,24,43.009650533,1
40700,371003,467818,HomeImp,1,0,0,316.60444181,3,14,41.723899221,1
16900,88143,115365,DebtCon,19,0,0,282.06851776,0,16,24.962851371,1
20400,132443,204082,HomeImp,13,0,0,187.01869159,0,22,36.821887439,1
23000,71902,101750,HomeImp,5,0,0,214.38925238,0,13,29.045964061,1
31200,15557,62847,DebtCon,0,0,0,99.560441868,1,6,37.394118746,1
8500,58327,75044,HomeImp,2,0,2,123.36535633,0,22,28.111813831,1
60000,122729,207797,DebtCon,9,0,0,313.33439671,2,27,35.028577921,1
30200,106594,148695,DebtCon,13,0,0,239.91840501,1,39,41.275208993,1
8000,58006,94930,HomeImp,4,0,0,223.20298954,2,24,30.913395837,1
11000,43614,60831,DebtCon,3,0,2,84.444746145,0,20,36.673648152,1
11300,77846,101984,HomeImp,5,0,0,112.38484554,1,27,28.298733642,1
15800,61073,90897,DebtCon,8,0,0,208.50075586,0,20,23.035745844,1
10900,56793,68825,DebtCon,3,0,0,225.88904146,0,9,34.727875189,1
23800,46884,68142,DebtCon,8,0,0,59.405775058,1,18,35.696636225,1
8700,62400,81315,DebtCon,6,0,0,98.028870439,2,14,26.620897734,1
13700,81378,108628,HomeImp,12,0,2,181.72253428,0,27,32.652022631,1
64200,64888,145725,HomeImp,10,0,1,136.94781122,0,11,40.531823103,1
33700,26395,48905,DebtCon,6,0,0,48.710053215,0,7,36.42433271,1
18000,50409,78404,DebtCon,9,0,0,191.28207894,0,42,39.483023972,1
12400,80510,97548,HomeImp,1,0,0,74.404263327,1,19,36.457349926,1
23400,45766,66192,DebtCon,26,0,0,284.78157228,2,32,35.936794804,1
17800,61494,85864,DebtCon,2,0,0,303.83765082,3,15,40.246312084,1
9500,59494,75930,HomeImp,0,0,0,98.99850784,0,6,36.888436373,1
20300,59809,107994,DebtCon,15,0,3,263.99129317,0,36,26.50856379,1
42300,367089,469771,HomeImp,3,0,0,310.05152353,4,14,42.603640874,1
10700,50210,64838,HomeImp,9,0,0,95.039168276,2,34,40.396233444,1
26200,149599,181869,DebtCon,1,0,0,204.02898979,0,35,39.800879561,1
62900,119903,201928,DebtCon,9,0,0,297.30748082,1,25,37.636502449,1
7800,53243,95065,HomeImp,7,0,0,220.80244426,2,24,31.827626823,1
24800,144410,211936,HomeImp,3,0,0,195.07035954,1,28,38.926156879,1
17000,10866,171952,HomeImp,24,0,0,79.991975497,2,21,29.846958737,1
20900,127077,204192,HomeImp,13,0,0,181.65088033,0,22,34.589581433,1
17200,55254,118718,DebtCon,15,0,0,276.91108293,0,20,26.696158705,1
8500,50569,60940,DebtCon,6,0,0,189.94689772,0,22,29.202476735,1
9700,21883,67432,HomeImp,24,0,0,308.99557574,1,12,41.414280651,1
12600,55415,74307,HomeImp,29,1,2,198.8467209,0,23,36.837741045,1
13900,62968,84947,DebtCon,13,0,0,239.77323213,3,37,42.236189141,1
19800,65021,95188,DebtCon,1,0,0,73.081337497,0,16,27.442542523,1
38100,204071,270794,DebtCon,3,0,0,230.39857646,0,32,31.369739388,1
17700,50886,106673,HomeImp,2,0,2,57.090659606,1,10,40.85911311,1
47000,42437,109553,HomeImp,10,0,0,206.71407561,2,35,40.142521056,1
14600,28050,49244,HomeImp,9,0,0,122.11663939,1,9,20.82876656,1
32200,16232,60238,DebtCon,0,0,0,116.72974546,1,5,37.999081526,1
18900,34583,59247,DebtCon,15,0,0,89.340627109,0,17,39.990188361,1
15800,78905,97628,DebtCon,0,0,0,152.17113748,0,23,42.218282221,1
12000,63589,75959,HomeImp,14,1,0,253.61692796,1,31,43.15970058,1
12500,53354,79893,HomeImp,10,2,0,249.43595428,1,29,35.020885785,1
20600,16779,56481,DebtCon,24,0,1,228.05700238,0,24,27.176647716,1
14100,86996,108452,HomeImp,19,0,0,134.99325176,4,24,29.778946076,1
20400,68928,98587,HomeImp,13,0,0,153.57813544,0,13,36.176091839,1
26900,69446,104590,DebtCon,11,0,0,287.27599243,1,32,41.499060427,1
13700,58788,87260,DebtCon,14,0,0,103.69281836,0,24,36.665318539,1
23100,95352,115077,DebtCon,24,0,0,253.32937133,0,26,39.816800565,1
17400,49765,66782,DebtCon,27,0,0,272.59048247,1,16,39.383064504,1
17600,48487,65665,DebtCon,6,0,0,100.17400375,2,15,43.769684913,1
27000,144901,178093,DebtCon,7,0,0,331.1139721,0,34,40.566551898,1
9800,54564,62109,DebtCon,10,0,0,124.02162504,0,19,32.565686372,1
18100,27239,39723,DebtCon,17,0,0,111.53221405,1,16,24.449452808,1
22200,93947,116176,DebtCon,2,0,0,205.02940851,2,26,34.93940311,1
2900,104373,120702,HomeImp,2,0,0,101.54029753,0,13,29.915859028,1
19300,99714,126965,HomeImp,0,0,1,301.75357401,1,20,43.290941693,1
38900,198749,270751,DebtCon,4,0,0,245.89544438,0,32,29.622368686,1
20700,107766,146937,DebtCon,12,0,2,223.13789747,0,24,42.547274756,1
10300,82889,97189,DebtCon,2,0,0,82.507446213,2,24,39.53698719,1
11400,125486,195284,HomeImp,0,0,0,354.29028718,0,15,38.143068786,1
13700,70763,78449,DebtCon,12,0,0,271.65672425,5,36,40.561983645,1
31600,15036,44220,DebtCon,28,0,0,204.70091689,0,14,42.618223461,1
8200,67489,80145,HomeImp,2,0,0,104.39650664,0,7,36.912310875,1
42600,22446,66485,DebtCon,17,0,0,204.20363317,0,30,41.156275936,1
21500,94310,142986,DebtCon,22,1,0,170.20499962,0,25,39.566646239,1
22400,52597,69312,DebtCon,2,0,0,224.24133068,0,12,33.82410789,1
17300,48132,78889,DebtCon,4,0,0,133.16768546,0,8,28.298227056,1
26200,141109,245422,HomeImp,28,0,0,343.78712232,1,18,38.113555937,1
8300,101150,115215,HomeImp,23,0,0,130.25632943,0,12,36.50599948,1
17600,62198,101183,HomeImp,21,0,0,230.7167135,1,23,39.139756562,1
6300,58052,70091,DebtCon,9,0,4,153.78043854,1,30,21.719595981,1
10000,48769,65328,DebtCon,4,0,1,104.69524068,3,12,39.049359218,1
11200,153103,181849,HomeImp,6,0,0,186.249507,0,55,33.995565356,1
18100,71814,89941,DebtCon,10,0,0,83.167810785,3,11,32.285405494,1
27200,61000,104044,DebtCon,16,0,1,141.98123448,0,30,39.546507583,1
11500,22758,36922,DebtCon,7,0,1,103.04811711,0,16,19.020168304,1
47900,95377,157273,DebtCon,16,0,0,236.30265954,8,18,39.103045244,1
26600,140561,208775,HomeImp,5,0,0,197.52410245,1,27,36.878389116,1
11300,61810,79817,DebtCon,6,0,0,98.224144195,1,14,25.52507894,1
5500,87765,101053,DebtCon,22,0,0,55.558049044,2,13,31.375542416,1
10600,39061,50225,DebtCon,15,0,0,77.114285108,0,12,32.587465652,1
17400,55575,78661,DebtCon,17,1,0,198.98960053,1,20,38.991431366,1
8700,60237,69891,DebtCon,3,0,0,321.2748292,0,9,32.280313622,1
22400,89985,121601,HomeImp,11,0,0,111.98242007,2,24,30.991174103,1
25600,76102,119391,DebtCon,5,0,0,87.625382168,1,32,40.929954323,1
13000,110097,210595,HomeImp,3,0,0,122.63869991,0,15,29.327513673,1
69000,197587,295551,DebtCon,10,0,0,211.77639117,3,24,30.356856518,1
21900,53598,74780,DebtCon,10,0,1,191.55190932,1,42,40.49010197,1
9000,41153,51841,DebtCon,10,0,0,210.28268954,0,23,32.424293056,1
19100,105111,176829,DebtCon,6,0,0,211.40033751000001,4,24,41.413123846,1
13900,65437,94518,DebtCon,10,0,0,182.40075506,0,19,21.296075321,1
12500,79900,94660,DebtCon,19,0,0,252.34969818,10,24,35.800492028,1
26500,84769,127773,DebtCon,2,0,0,190.86047721,2,25,42.031639133,1
26400,153853,188760,HomeImp,2,0,0,172.57083327,0,17,43.35819405,1
34300,118911,168901,DebtCon,16,0,0,134.73402354,0,17,28.817515455,1
8800,51740,60852,DebtCon,23,0,0,277.58958861,3,29,39.885483806,1
26100,103949,208432,DebtCon,23,0,0,202.59264703,0,18,23.290234477,1
10700,56197,79272,HomeImp,18,0,0,218.98166217,1,16,34.015359605,1
21300,56729,114643,DebtCon,14,0,3,276.17016698,1,36,25.830883226,1
7700,32243,36369,HomeImp,12,0,0,180.41578673,0,13,21.72081838,1
8200,10909,37286,DebtCon,3,0,0,268.25460165,0,12,22.232952814,1
12800,100241,113073,DebtCon,17,0,1,197.27367923,1,15,39.467588446,1
13200,81654,114333,DebtCon,5,0,0,97.962961658,1,13,33.743367654,1
43200,367917,466755,HomeImp,3,0,0,312.30633923,4,15,42.62357404,1
26300,58369,88124,DebtCon,7,0,0,234.22154725,1,20,37.158294824,1
28000,59775,87390,DebtCon,8,0,0,138.48647658,3,30,41.543804711,1
6700,51855,58084,HomeImp,21,0,0,193.75474567,0,19,19.549571698,1
12300,68024,78800,DebtCon,7,0,0,125.50405141,0,35,29.293344354,1
22700,108488,139559,HomeImp,11,0,0,190.9727785,0,23,34.080016231,1
18200,68743,92112,DebtCon,0,0,0,95.34376502,0,16,26.692666627,1
14800,60573,93187,DebtCon,0,0,0,30.009474259,2,3,39.080207117,1
20000,9647,31920,DebtCon,0,1,0,24.686231454,1,3,28.94036033,1
11000,89275,108653,DebtCon,15,0,0,206.90348089,2,15,37.743047077,1
29200,139299,180818,DebtCon,1,0,0,226.86114488,1,19,40.817309246,1
13800,31974,44417,HomeImp,7,0,0,76.933122961,1,12,30.422429425,1
5600,29648,39907,HomeImp,11,0,0,180.56306914,0,13,21.554949656,1
8200,64006,80409,HomeImp,15,0,0,235.36324945,0,36,35.636720346,1
15200,137128,184660,DebtCon,11,0,0,254.35602009,0,21,28.815035637,1
11100,82849,113913,HomeImp,10,0,1,167.36102992,0,27,35.763333479,1
28000,140770,209726,HomeImp,5,0,0,190.32952199,0,27,38.886605965,1
29000,32109,49912,DebtCon,34,0,0,278.56500343,1,23,39.796560762,1
4200,56544,59218,HomeImp,19,0,0,211.00259912,1,20,19.027704425,1
18400,89101,118748,DebtCon,7,0,0,153.84976303,2,21,21.76282696,1
46200,117227,174882,DebtCon,12,0,0,195.64118682,0,5,40.621619276,1
12100,48149,74539,DebtCon,17,0,0,200.03256163,0,15,23.130971888,1
11800,118053,125325,DebtCon,5,0,0,181.17206513,0,18,33.200397325,1
15700,135886,181894,DebtCon,10,0,0,247.96506535,0,21,30.326398916,1
12500,57294,66615,DebtCon,3,0,1,321.38758675,0,9,31.380899093,1
22500,75010,114769,DebtCon,9,0,1,294.29716609,1,28,30.611051161,1
12300,35651,59795,HomeImp,22,0,0,118.65306415,0,23,40.662981652,1
12600,37699,59874,HomeImp,22,0,0,114.23595157,0,23,38.682676037,1
11300,62168,80681,DebtCon,6,0,0,117.3762292,0,34,27.694521271,1
17800,38770,64357,DebtCon,17,0,0,282.9357846,0,21,27.97949547,1
3600,100693,114743,HomeImp,6,0,0,88.470452135,0,14,29.393543382,1
10400,64904,76767,DebtCon,11,0,0,245.01801188,4,37,41.423844135,1
20600,91180,98088,DebtCon,2,1,0,125.67684987,0,20,36.537400531,1
17300,99064,156306,HomeImp,4,0,0,90.449522446,0,16,35.750060441,1
20800,46434,68490,DebtCon,6,0,0,171.28347285,2,26,35.999296466,1
10600,50662,62491,DebtCon,0,0,0,197.70926699,1,13,26.251888349,1
21300,72450,88622,DebtCon,3,0,0,117.21012608,1,29,32.66110554,1
32800,189564,296728,DebtCon,27,0,0,155.53689674,0,23,38.05331686,1
11200,56842,66710,HomeImp,6,0,0,144.79522043,0,17,33.8858765,1
12900,55673,64582,DebtCon,4,0,0,163.41663166,0,14,26.987437342,1
8000,61565,87624,DebtCon,14,0,0,203.9971364,0,17,23.562565007,1
19000,172108,195892,DebtCon,10,0,0,276.76334062,0,38,24.475689897,1
12600,49986,67896,DebtCon,3,0,0,190.1599072,1,17,29.266317175,1
13800,85969,101664,HomeImp,0,0,0,68.583689736,0,19,36.839422636,1
8000,47154,65458,DebtCon,2,0,0,99.993789825,3,12,38.873711304,1
